word,corpus_freq,n_missing,missing_bigrams,category,is_oov,keep,noise_flags,notes
खगेन्ऽबहादुर,2,2,"['ऽब', '्ऽ']",PROP,True,True,,
साल्ऽको,2,2,"['ऽक', '्ऽ']",PROP,True,True,,
मन्थल्ऽीमा,2,2,"['ऽी', '्ऽ']",PROP,True,True,,
मुग़ल,2,2,"['ग़', '़ल']",PROP,True,True,,
केन्ऽिय,2,2,"['ऽि', '्ऽ']",PROP,True,True,,
दोल्ऽखा,2,2,"['ऽख', '्ऽ']",PROP,True,True,,
बल्ऽत्कार,2,2,"['ऽत', '्ऽ']",PROP,True,True,,
दोल्ऽखाको,2,2,"['ऽख', '्ऽ']",PROP,True,True,,
इन्ऽेणी,2,2,"['ऽे', '्ऽ']",PROP,True,True,,
केन्ऽित,2,2,"['ऽि', '्ऽ']",PROP,True,True,,
प्रहरील्ऽे,2,2,"['ऽे', '्ऽ']",PROP,True,True,,
अवल्ऽोकन,2,2,"['ऽो', '्ऽ']",PROP,True,True,,
गाँऊपालिकाले,2,2,"['ँऊ', 'ऊप']",PROP,True,True,,
महेन्ऽले,2,2,"['ऽल', '्ऽ']",PROP,True,True,,
सोल्ऽुखुम्बु,2,2,"['ऽु', '्ऽ']",PROP,True,True,,
छबिन्ऽविक्रम,2,2,"['ऽव', '्ऽ']",PROP,True,True,,
एसएल्ऽसी,2,2,"['ऽस', '्ऽ']",PROP,True,True,,
आंफ़ैले,2,2,"['ंफ', '़ै']",PROP,True,True,,
आअइक्यू,2,2,"['अइ', 'आअ']",PROP,True,True,,
भुटृी,2,2,"['टृ', 'ृी']",PROP,True,True,,
ठाँऊहरु,2,2,"['ँऊ', 'ऊह']",PROP,True,True,,
जथउयअचष्तभ,2,3,"['उय', 'चष', 'थउ']",PROP,True,True,,
क्षःभ्,2,2,"['ःभ', 'षः']",PROP,True,True,,
ङ्याङङुङ,2,2,"['ङङ', 'ङु']",PROP,True,True,,
भ्हउयचत,2,2,"['उय', 'हउ']",PROP,True,True,,
स्पॉटलाइटमा,2,2,"['पॉ', 'ॉट']",PROP,True,True,,
स्पॉटलाइट,2,2,"['पॉ', 'ॉट']",PROP,True,True,,
सवोृच्च,2,2,"['ृच', 'ोृ']",PROP,True,True,,
सर्वोृच्चमा,2,2,"['ृच', 'ोृ']",PROP,True,True,,
एःभ्,2,2,"['ःभ', 'एः']",PROP,True,True,,
औशधी,2,2,"['औश', 'शध']",PROP,True,True,,
रणउणटका,2,2,"['णउ', 'णट']",PROP,True,True,,
ःयखझभलत,2,3,"['ःय', 'खझ', 'झभ']",PROP,True,True,,
बढाउॅदै,2,2,"['उॅ', 'ॅद']",PROP,True,True,,
ब्ध्भ्क्इःभ्,2,2,"['ःभ', 'इः']",PROP,True,True,,
ठृ्ल्दाजु,2,2,"['ठृ', 'ृ्']",PROP,True,True,,
जाॅदा,2,2,"['ाॅ', 'ॅद']",PROP,True,True,,
आफृ्लाई,2,2,"['फृ', 'ृ्']",PROP,True,True,,
ज्ञद्धण्,2,2,"['ञद', 'धण']",PROP,True,True,,
दिउॅसो,2,2,"['उॅ', 'ॅस']",PROP,True,True,,
उठाउॅंदै,2,2,"['उॅ', 'ॅं']",PROP,True,True,,
बताउॅंदै,2,2,"['उॅ', 'ॅं']",PROP,True,True,,
आउॅंदो,2,2,"['उॅ', 'ॅं']",PROP,True,True,,
ज्ञज्ञछ,2,2,"['ञछ', 'ञज']",PROP,True,True,,
बाॅके,2,2,"['ाॅ', 'ॅक']",PROP,True,True,,
त्यहाॅका,2,2,"['ाॅ', 'ॅक']",PROP,True,True,,
नवीगाउॅमा,2,2,"['उॅ', 'ॅम']",PROP,True,True,,
मभखभयिऊभलत,2,2,"['ऊभ', 'भख']",PROP,True,True,,
इलेक्ट्रॉनिकी,2,2,"['रॉ', 'ॉन']",PROP,True,True,,
न्यूट्रॉन,2,2,"['रॉ', 'ॉन']",PROP,True,True,,
ईतिहाॅसलाई,2,2,"['ाॅ', 'ॅस']",PROP,True,True,,
डाॅडामा,2,2,"['ाॅ', 'ॅड']",PROP,True,True,,
मनाउॅछन,2,2,"['उॅ', 'ॅछ']",PROP,True,True,,
ज्ञज्ञण्,2,2,"['ञज', 'ञण']",PROP,True,True,,
छफफलमार्फत,2,2,"['छफ', 'फफ']",PROP,True,True,,
घिउलाडाॅडामा,2,2,"['ाॅ', 'ॅड']",PROP,True,True,,
गाउॅपालिकाका,2,2,"['उॅ', 'ॅप']",PROP,True,True,,
ढज्ञज्ञ,2,2,"['ञज', 'ढज']",PROP,True,True,,
गाउॅघरमा,2,2,"['उॅ', 'ॅघ']",PROP,True,True,,
ज्ञज्ञठ,2,2,"['ञज', 'ञठ']",PROP,True,True,,
पॉवर,2,2,"['पॉ', 'ॉव']",PROP,True,True,,
तपॉई,2,2,"['पॉ', 'ॉई']",PROP,True,True,,
ल्ऋब्च्,2,2,"['ऋब', '्ऋ']",PROP,True,True,,
ठाउॅबाट,2,2,"['उॅ', 'ॅब']",PROP,True,True,,
ल्याउॅने,2,2,"['उॅ', 'ॅन']",PROP,True,True,,
भखैृरै,2,2,"['भख', 'ैृ']",PROP,True,True,,
नयाॅशक्तिमा,2,2,"['ाॅ', 'ॅश']",PROP,True,True,,
रॉयल्टी,2,2,"['रॉ', 'ॉय']",PROP,True,True,,
बॉडफॉट,2,2,"['ॉट', 'ॉड']",PROP,True,True,,
ऋजष्लब,2,2,"['ऋज', 'जष']",PROP,True,True,,
च्भखष्भध,2,2,"['खष', 'भख']",PROP,True,True,,
जॉदैछौ,2,2,"['जॉ', 'ॉद']",PROP,True,True,,
जॉदा,2,2,"['जॉ', 'ॉद']",PROP,True,True,,
जॉदै,2,2,"['जॉ', 'ॉद']",PROP,True,True,,
क्ष्ऋइच्,2,2,"['ऋइ', '्ऋ']",PROP,True,True,,
बौङ्झतक,2,2,"['झत', 'ौङ']",PROP,True,True,,
काग़ज़ात,2,2,"['ग़', '़ज']",PROP,True,True,,
काग़ज़,2,2,"['ग़', '़ज']",PROP,True,True,,
घॉटीका,2,2,"['घॉ', 'ॉट']",PROP,True,True,,
घॉटी,2,2,"['घॉ', 'ॉट']",PROP,True,True,,
वॉट्सएपमा,2,2,"['वॉ', 'ॉट']",PROP,True,True,,
ल्ऋँ,2,2,"['ऋँ', '्ऋ']",PROP,True,True,,
फिरऔन,2,2,"['औन', 'रऔ']",PROP,True,True,,
एब्ऋप्द्दछण्,2,2,"['ऋप', '्ऋ']",PROP,True,True,,
राँऽऽ,2,2,"['ँऽ', 'ऽऽ']",PROP,True,True,,
रऽऽ,2,2,"['रऽ', 'ऽऽ']",PROP,True,True,,
म्भझभम,2,2,"['झभ', 'भझ']",PROP,True,True,,
अँऽऽ,2,2,"['ँऽ', 'ऽऽ']",PROP,True,True,,
ःयलभथ,2,2,"['ःय', 'भथ']",PROP,True,True,,
एऽऽ,2,2,"['एऽ', 'ऽऽ']",PROP,True,True,,
शॉट्स,2,2,"['शॉ', 'ॉट']",PROP,True,True,,
मॉनबहरु,2,2,"['मॉ', 'ॉन']",PROP,True,True,,
यीऽऽ,2,2,"['ऽऽ', 'ीऽ']",PROP,True,True,,
ढॉट्यो,2,2,"['ढॉ', 'ॉट']",PROP,True,True,,
च्भत्रगष्चझभलतक,2,2,"['चझ', 'झभ']",PROP,True,True,,
जॉब,2,2,"['जॉ', 'ॉब']",PROP,True,True,,
पदैृछु,2,2,"['ृछ', 'ैृ']",PROP,True,True,,
घघछ,2,2,"['घघ', 'घछ']",PROP,True,True,,
भेडि़हारिमा,2,2,"['़ह', 'ि़']",PROP,True,True,,
ओलीु,2,1,['ीु'],PROP,True,True,,
ढॉचामा,2,2,"['ढॉ', 'ॉच']",PROP,True,True,,
चॉही,2,2,"['चॉ', 'ॉह']",PROP,True,True,,
गॉउपालिकामा,2,2,"['गॉ', 'ॉउ']",PROP,True,True,,
दॉनबहरुको,2,2,"['दॉ', 'ॉन']",PROP,True,True,,
कुॅवर,2,2,"['ुॅ', 'ॅव']",PROP,True,True,,
सङंख्या,2,1,['ङं'],PROP,True,True,,
रोज़गारीको,2,1,['़ग'],PROP,True,True,,
ज्ञण्द्धढ,2,2,"['ञण', 'धढ']",PROP,True,True,,
दषी,2,1,['दष'],PROP,True,True,,
समॉजमॉ,2,2,"['मॉ', 'ॉज']",PROP,True,True,,
अलट्रावॉयलेट,2,2,"['वॉ', 'ॉय']",PROP,True,True,,
प्राय़ः,2,2,"['य़', '़ः']",PROP,True,True,,
रिऋर्ब,2,2,"['ऋर', 'िऋ']",PROP,True,True,,
य़ॊ,2,2,"['य़', '़ॊ']",PROP,True,True,,
पूाजीगत,2,1,['ूा'],PROP,True,True,,
पिछटई,2,1,['टई'],PROP,True,True,,
धामिॅक,2,2,"['िॅ', 'ॅक']",PROP,True,True,,
रहॅदै,2,2,"['हॅ', 'ॅद']",PROP,True,True,,
लॆखा,2,2,"['लॆ', 'ॆख']",PROP,True,True,,
आउऩुहुन्छ,2,2,"['उऩ', 'ऩु']",PROP,True,True,,
अठसठृीऔँ,2,2,"['ठृ', 'ृी']",PROP,True,True,,
व्हिटिंगघमले,2,1,['गघ'],PROP,True,True,,
उ्रत्पादन,2,1,['उ्'],PROP,True,True,,
उऩीहरू,2,2,"['उऩ', 'ऩी']",PROP,True,True,,
रिऋीराम,2,2,"['ऋी', 'िऋ']",PROP,True,True,,
अर्धउपनिवेशको,2,1,['धउ'],PROP,True,True,,
मसानघाटझैँ,2,1,['टझ'],PROP,True,True,,
उऩदपा,2,2,"['उऩ', 'ऩद']",PROP,True,True,,
एउ्टा,2,1,['उ्'],PROP,True,True,,
संीवधान,2,1,['ंी'],PROP,True,True,,
गघि,2,1,['गघ'],PROP,True,True,,
तुलसंी,2,1,['ंी'],PROP,True,True,,
बनाउऩे,2,2,"['उऩ', 'ऩे']",PROP,True,True,,
मुढभेड,2,1,['ढभ'],PROP,True,True,,
सुदृढभन्दा,2,1,['ढभ'],PROP,True,True,,
झाँटझुँट,2,1,['टझ'],PROP,True,True,,
ऑक्सिटॉसिन,2,2,"['ऑक', 'टॉ']",PROP,True,True,,
उदयपुरलॆ,2,1,['लॆ'],PROP,True,True,,
हेर्योि,2,1,['ोि'],PROP,True,True,,
खष्कष्यल,2,1,['खष'],PROP,True,True,,
अःपताल,2,1,['अः'],PROP,True,True,,
पुनःचक्रीय,2,1,['ःच'],PROP,True,True,,
काडठमाडौँ,2,1,['डठ'],PROP,True,True,,
एऔटा,2,2,"['एऔ', 'औट']",PROP,True,True,,
निऽाको,2,2,"['ऽा', 'िऽ']",PROP,True,True,,
देऊवा,2,1,['ऊव'],PROP,True,True,,
तिर्थधर्म,2,1,['थध'],PROP,True,True,,
तेस्तइ,2,1,['तइ'],PROP,True,True,,
ढुङढुङ,2,1,['ङढ'],PROP,True,True,,
अलऎनको,2,2,"['ऎन', 'लऎ']",PROP,True,True,,
कोऽहम्,2,2,"['ऽह', 'ोऽ']",PROP,True,True,,
सोऽहम्,2,2,"['ऽह', 'ोऽ']",PROP,True,True,,
तराज़ूमा,2,1,['़ू'],PROP,True,True,,
खाणँको,2,1,['णँ'],PROP,True,True,,
नऔंल्याई,2,1,['नऔ'],PROP,True,True,,
आफलेू,2,1,['ेू'],PROP,True,True,,
केदारनाथउपाध्याय,2,1,['थउ'],PROP,True,True,,
इीतहास,2,1,['इी'],PROP,True,True,,
माझघट्टमा,2,1,['झघ'],PROP,True,True,,
झुन्डझुन्डलाई,2,1,['डझ'],PROP,True,True,,
अर्थउपार्जन,2,1,['थउ'],PROP,True,True,,
पाठखोलाको,2,1,['ठख'],PROP,True,True,,
भन्नेू,2,1,['ेू'],PROP,True,True,,
ठँहिटीको,2,1,['ठँ'],PROP,True,True,,
देखिएो,2,1,['एो'],PROP,True,True,,
गर्नुपर्नेू,2,1,['ेू'],PROP,True,True,,
झघट्ट,2,1,['झघ'],PROP,True,True,,
कृउले,2,1,['ृउ'],PROP,True,True,,
अघाउँञ्जेल,2,1,['ँञ'],PROP,True,True,,
खुऽा,2,2,"['ऽा', 'ुऽ']",PROP,True,True,,
ठॉऊमा,2,2,"['ठॉ', 'ॉऊ']",PROP,True,True,,
एकोऽहम्,2,2,"['ऽह', 'ोऽ']",PROP,True,True,,
भछैन,2,1,['भछ'],PROP,True,True,,
औछ्याउने,2,1,['औछ'],PROP,True,True,,
चढ़यो,2,1,['़य'],PROP,True,True,,
हौइनन्,2,1,['ौइ'],PROP,True,True,,
बढढाउने,2,1,['ढढ'],PROP,True,True,,
हौङलाई,2,1,['ौङ'],PROP,True,True,,
इझि,2,1,['इझ'],PROP,True,True,,
मातृऔंशी,2,1,['ृऔ'],PROP,True,True,,
घइतेको,2,1,['घइ'],PROP,True,True,,
देखउँछ,2,1,['खउ'],PROP,True,True,,
देखउनु,2,1,['खउ'],PROP,True,True,,
परिष्कृतढङ्गले,2,1,['तढ'],PROP,True,True,,
ज्ञछण्,2,1,['ञछ'],PROP,True,True,,
ई्न्टरटेनमेन्ट,2,1,['ई्'],PROP,True,True,,
ऑंमा,2,1,['ऑं'],PROP,True,True,,
ऊड्ने,2,1,['ऊड'],PROP,True,True,,
धङघङी,2,1,['घङ'],PROP,True,True,,
चिरऋणी,2,1,['रऋ'],PROP,True,True,,
काठमाडौ्,2,1,['ौ्'],PROP,True,True,,
षड़यन्त्रहरू,2,1,['़य'],PROP,True,True,,
काठमाडौ्र,2,1,['ौ्'],PROP,True,True,,
गुइझाउ,2,1,['इझ'],PROP,True,True,,
डेढघन्टासम्म,2,1,['ढघ'],PROP,True,True,,
शीर्षठ,2,1,['षठ'],PROP,True,True,,
ई्श्वर,2,1,['ई्'],PROP,True,True,,
ऋशिकेश,2,1,['ऋश'],PROP,True,True,,
अनाथआश्रममा,2,1,['थआ'],PROP,True,True,,
गुइझाओ,2,1,['इझ'],PROP,True,True,,
ऐबेनेजर,2,1,['ऐब'],PROP,True,True,,
वॉशर,2,2,"['वॉ', 'ॉश']",PROP,True,True,,
सशक्तढंगले,2,1,['तढ'],PROP,True,True,,
ऐबरले,2,1,['ऐब'],PROP,True,True,,
बिभिन्ऩ,2,1,['्ऩ'],PROP,True,True,,
चचिॅत,2,2,"['िॅ', 'ॅत']",PROP,True,True,,
सन्दभॅमा,2,2,"['भॅ', 'ॅम']",PROP,True,True,,
क्रमशःः,2,1,['ःः'],PROP,True,True,,
बुद्घधर्ममा,2,1,['घध'],PROP,True,True,,
जृुन,2,1,['जृ'],PROP,True,True,,
उनान्सयओटालाई,2,1,['यओ'],PROP,True,True,,
जोङउनलाई,2,1,['ङउ'],PROP,True,True,,
अर्धऔपनिवेशिकताको,2,1,['धऔ'],PROP,True,True,,
संूूख्यामा,2,1,['ंू'],PROP,True,True,,
काकीैले,2,1,['ीै'],PROP,True,True,,
काठमाडौंआँ,2,1,['ंआ'],PROP,True,True,,
झैु,2,1,['ैु'],PROP,True,True,,
हास्बेल्लाउईले,2,1,['उई'],PROP,True,True,,
भथ्र्यो,2,1,['भथ'],PROP,True,True,,
विद्याथीैहरुलाई,2,1,['ीै'],PROP,True,True,,
दॅशै,2,2,"['दॅ', 'ॅश']",PROP,True,True,,
छोरीलाईझै,2,1,['ईझ'],PROP,True,True,,
भनँू,2,1,['ँू'],PROP,True,True,,
सौर्यऊर्जाको,2,1,['यऊ'],PROP,True,True,,
कलिङउडले,2,1,['ङउ'],PROP,True,True,,
गर्नुहुोस्,2,1,['ुो'],PROP,True,True,,
एऽया,2,2,"['एऽ', 'ऽय']",PROP,True,True,,
घछनामा,2,1,['घछ'],PROP,True,True,,
जानॆछन्,2,2,"['नॆ', 'ॆछ']",PROP,True,True,,
प्रार्थणा,2,1,['थण'],PROP,True,True,,
ऋभु,2,1,['ऋभ'],PROP,True,True,,
पोटॅशियम,2,2,"['टॅ', 'ॅश']",PROP,True,True,,
सबखथानी,2,1,['खथ'],PROP,True,True,,
सबखथनी,2,1,['खथ'],PROP,True,True,,
ऐेनको,2,1,['ऐे'],PROP,True,True,,
युऐई,2,2,"['ऐई', 'ुऐ']",PROP,True,True,,
आत्मसमर्थण,2,1,['थण'],PROP,True,True,,
दिदैंआएको,2,1,['ंआ'],PROP,True,True,,
वाघधुरा,2,1,['घध'],PROP,True,True,,
एकईश्वरवाद,2,1,['कई'],PROP,True,True,,
ऐहा,2,1,['ऐह'],PROP,True,True,,
सर्वसाधारणझैँ,2,1,['णझ'],PROP,True,True,,
लिम्बकूो,2,1,['ूो'],PROP,True,True,,
घोषँणा,2,1,['षँ'],PROP,True,True,,
पुनःनिर्माणआगामी,2,1,['णआ'],PROP,True,True,,
ग्रहणआइतवार,2,1,['णआ'],PROP,True,True,,
अऩुरोध,2,2,"['अऩ', 'ऩु']",PROP,True,True,,
दिएखि,2,1,['एख'],PROP,True,True,,
एवंआगामी,2,1,['ंआ'],PROP,True,True,,
नैु,2,1,['ैु'],PROP,True,True,,
हॊइन,2,2,"['हॊ', 'ॊइ']",PROP,True,True,,
मातृऋणको,2,1,['ृऋ'],PROP,True,True,,
आयॅघाट,2,2,"['यॅ', 'ॅघ']",PROP,True,True,,
बारुथथान,2,1,['थथ'],PROP,True,True,,
रैुछ,2,1,['ैु'],PROP,True,True,,
एख्लासलाई,2,1,['एख'],PROP,True,True,,
लिइऩ्छ,2,2,"['इऩ', 'ऩ्']",PROP,True,True,,
औवल,2,1,['औव'],PROP,True,True,,
वर्षँ,2,1,['षँ'],PROP,True,True,,
सौर्यऊर्जाका,2,1,['यऊ'],PROP,True,True,,
तेह्रथथुम,2,1,['थथ'],PROP,True,True,,
चौधऔं,2,1,['धऔ'],PROP,True,True,,
ऊठाए,2,1,['ऊठ'],PROP,True,True,,
ओधिअम्बो,2,1,['ओध'],PROP,True,True,,
सक्छएक,2,1,['छए'],PROP,True,True,,
पँूजीगत,2,1,['ँू'],PROP,True,True,,
ऋभलतचभ,2,1,['ऋभ'],PROP,True,True,,
ठाउूहरुमा,2,1,['उू'],PROP,True,True,,
बताउूछिन्,2,1,['उू'],PROP,True,True,,
शुभघाट,2,1,['भघ'],PROP,True,True,,
ऐहिकता,2,1,['ऐह'],PROP,True,True,,
तपाईालाई,2,1,['ईा'],PROP,True,True,,
पाठएको,2,1,['ठए'],PROP,True,True,,
श्रृफको,2,1,['ृफ'],PROP,True,True,,
भढि,2,1,['भढ'],PROP,True,True,,
गर्दैछुःट्रम्प,2,1,['ःट'],PROP,True,True,,
आकॅषक,2,2,"['कॅ', 'ॅष']",PROP,True,True,,
छअर्ब,2,1,['छअ'],PROP,True,True,,
औमा,2,1,['औम'],PROP,True,True,,
पाचँओटा,2,1,['ँओ'],PROP,True,True,,
आईपीओः,2,1,['ओः'],PROP,True,True,,
एीब्,2,1,['एी'],PROP,True,True,,
निमाणृ,2,1,['णृ'],PROP,True,True,,
यृूएनएचसीआरकी,2,1,['ृू'],PROP,True,True,,
चलाऊथे,2,1,['ऊथ'],PROP,True,True,,
धेरैलाईै,2,1,['ईै'],PROP,True,True,,
सरकारलाईै,2,1,['ईै'],PROP,True,True,,
महन्ठथ,2,1,['ठथ'],PROP,True,True,,
क्ष्ल्एी,2,1,['एी'],PROP,True,True,,
दीर्घआयु,2,1,['घआ'],PROP,True,True,,
आइएसओअनुसार,2,1,['ओअ'],PROP,True,True,,
नबआगन्तुक,2,1,['बआ'],PROP,True,True,,
वर्षथपिदिने,2,1,['षथ'],PROP,True,True,,
आइएलओअन्तर्गत,2,1,['ओअ'],PROP,True,True,,
नजओस्,2,1,['जओ'],PROP,True,True,,
भढ्छ,2,1,['भढ'],PROP,True,True,,
दबाबआयो,2,1,['बआ'],PROP,True,True,,
भऐं,2,1,['भऐ'],PROP,True,True,,
छऊन्जेल,2,1,['छऊ'],PROP,True,True,,
काअी,2,1,['अी'],PROP,True,True,,
नौएटले,2,1,['ौए'],PROP,True,True,,
बृफिङ,2,1,['ृफ'],PROP,True,True,,
बआचौँ,2,1,['बआ'],PROP,True,True,,
फाऊण्डेशनका,2,1,['ऊण'],PROP,True,True,,
आफूे,2,1,['ूे'],PROP,True,True,,
बाघझैँ,2,1,['घझ'],PROP,True,True,,
दौढधुपमा,2,1,['ढध'],PROP,True,True,,
ॠग्वेदमा,2,1,['ॠग'],PROP,True,True,,
मौआवड,2,1,['ौआ'],PROP,True,True,,
द्दण्ज्ञठ,2,1,['ञठ'],PROP,True,True,,
टूेड,2,1,['ूे'],PROP,True,True,,
टूेनले,2,1,['ूे'],PROP,True,True,,
जओस,2,1,['जओ'],PROP,True,True,,
खुव़ाउन,2,1,['व़'],PROP,True,True,,
फरोोजी,2,1,['ोो'],PROP,True,True,,
रुखझैँ,2,1,['खझ'],PROP,True,True,,
सॆना,2,2,"['सॆ', 'ॆन']",PROP,True,True,,
धॆरै,2,2,"['धॆ', 'ॆर']",PROP,True,True,,
छ्योअीमा,2,1,['अी'],PROP,True,True,,
छगाम,2,1,['छग'],PROP,True,True,,
सम्पूणृ,2,1,['णृ'],PROP,True,True,,
शिर्षथ,2,1,['षथ'],PROP,True,True,,
बौएलालले,2,1,['ौए'],PROP,True,True,,
धुढधुकी,2,1,['ढध'],PROP,True,True,,
नगरेकोू,2,1,['ोू'],PROP,True,True,,
नगाँओ,2,1,['ँओ'],PROP,True,True,,
हुन्छअनि,2,1,['छअ'],PROP,True,True,,
राजदृूत,2,1,['ृू'],PROP,True,True,,
ऊध्र्वगत,2,1,['ऊध'],PROP,True,True,,
चलाऊथें,2,1,['ऊथ'],PROP,True,True,,
केहअी,2,1,['अी'],PROP,True,True,,
उठएका,2,1,['ठए'],PROP,True,True,,
परदॆशमा,2,2,"['दॆ', 'ॆश']",PROP,True,True,,
नौओटासम्म,2,1,['ौओ'],PROP,True,True,,
जझारु,2,1,['जझ'],PROP,True,True,,
भठिहनमा,2,1,['भठ'],PROP,True,True,,
हिमशृफ्ला,2,1,['ृफ'],PROP,True,True,,
आोलीको,2,1,['आो'],PROP,True,True,,
ऋसिराम,2,1,['ऋस'],PROP,True,True,,
सॆप्तेम्बेर,2,2,"['सॆ', 'ॆप']",PROP,True,True,,
पुग्नॆ,2,1,['नॆ'],PROP,True,True,,
स्त्रैषूय,2,1,['षू'],PROP,True,True,,
कपःटेष्ट,2,1,['ःट'],PROP,True,True,,
औगादुगो,2,1,['औग'],PROP,True,True,,
भूईामान्छे,2,1,['ईा'],PROP,True,True,,
आोलम्पिक,2,1,['आो'],PROP,True,True,,
छअाइसीसीको,2,1,['छअ'],PROP,True,True,,
ऋसि,2,1,['ऋस'],PROP,True,True,,
महत्वपूणृ,2,1,['णृ'],PROP,True,True,,
दाशढुङ्गामा,2,1,['शढ'],PROP,True,True,,
पर्योू,2,1,['ोू'],PROP,True,True,,
औगात,2,1,['औग'],PROP,True,True,,
आइपिओः,2,1,['ओः'],PROP,True,True,,
धईबाजी,2,1,['धई'],PROP,True,True,,
औमान,2,1,['औम'],PROP,True,True,,
वाट्सऐप,2,1,['सऐ'],PROP,True,True,,
साँओ,2,1,['ँओ'],PROP,True,True,,
फोटोशॉप,2,1,['शॉ'],PROP,True,True,,
साउथईष्ट,2,1,['थई'],PROP,True,True,,
बरर्भझ्याङ्ग,2,1,['भझ'],PROP,True,True,,
छइपेको,2,1,['छइ'],PROP,True,True,,
ओघटेको,2,1,['ओघ'],PROP,True,True,,
सभझदारी,2,1,['भझ'],PROP,True,True,,
हॊला,2,1,['हॊ'],PROP,True,True,,
होमःटे,2,1,['ःट'],PROP,True,True,,
ऋक्थ,2,1,['ऋक'],PROP,True,True,,
अफृकामा,2,1,['फृ'],PROP,True,True,,
ॐकारेश्वर,2,1,['ॐक'],PROP,True,True,,
मैथई,2,1,['थई'],PROP,True,True,,
स्वःफूर्त,2,1,['ःफ'],PROP,True,True,,
आॅगाखेतमा,2,1,['आॅ'],PROP,True,True,,
ऐटेप,2,1,['ऐट'],PROP,True,True,,
प्राङणबाट,2,1,['ङण'],PROP,True,True,,
अथृमा,2,1,['थृ'],PROP,True,True,,
बर्षऔं,2,1,['षऔ'],PROP,True,True,,
आुसार,2,1,['आु'],PROP,True,True,,
पृष्ठआपतकालीन,2,1,['ठआ'],PROP,True,True,,
चठ्ठी,2,1,['चठ'],PROP,True,True,,
ढाढखोलाका,2,1,['ढख'],PROP,True,True,,
ढाढखोला,2,1,['ढख'],PROP,True,True,,
आॅगाखेत,2,1,['आॅ'],PROP,True,True,,
आुलको,2,1,['आु'],PROP,True,True,,
ऐईलिना,2,1,['ऐई'],PROP,True,True,,
ऐथेन्सको,2,1,['ऐथ'],PROP,True,True,,
बइढाएको,2,1,['इढ'],PROP,True,True,,
ढकाललाृइ,2,1,['ृइ'],PROP,True,True,,
धॉँधलीको,2,2,"['धॉ', 'ॉँ']",PROP,True,True,,
इसुऐन्स,2,1,['ुऐ'],PROP,True,True,,
दर्ुगन्धझैँ,2,1,['धझ'],PROP,True,True,,
माऒवादी,2,2,"['ऒव', 'ाऒ']",PROP,True,True,,
दशओटै,2,1,['शओ'],PROP,True,True,,
उर्लाबारीःइटहरीका,2,1,['ःइ'],PROP,True,True,,
नपाऊञ्जेल,2,1,['ऊञ'],PROP,True,True,,
लागऔषधसहित,2,1,['गऔ'],PROP,True,True,,
मध्यदेशझैँ,2,1,['शझ'],PROP,True,True,,
मनगढ़ंत,2,1,['़ं'],PROP,True,True,,
नबुझई,2,1,['झई'],PROP,True,True,,
जनऐक्यबद्धता,2,1,['नऐ'],PROP,True,True,,
दृढशक्ति,2,1,['ढश'],PROP,True,True,,
गराउृन,2,1,['उृ'],PROP,True,True,,
गुईठा,2,1,['ईठ'],PROP,True,True,,
कृष्णष्टमी,2,1,['णष'],PROP,True,True,,
आऐकोमा,2,1,['आऐ'],PROP,True,True,,
दोसैो,2,1,['ैो'],PROP,True,True,,
साउृन,2,1,['उृ'],PROP,True,True,,
समथृक,2,1,['थृ'],PROP,True,True,,
बुधथापा,2,1,['धथ'],PROP,True,True,,
ॐलाई,2,1,['ॐल'],PROP,True,True,,
शक्त्याऽतिकोपना,2,1,['ऽत'],PROP,True,True,,
ऎतिहसिक,2,1,['ऎत'],PROP,True,True,,
निकृञ्जभित्रको,2,1,['ृञ'],PROP,True,True,,
हुन्छऽ,2,1,['छऽ'],PROP,True,True,,
ॐलाल,2,1,['ॐल'],PROP,True,True,,
फञ्सन,2,1,['फञ'],PROP,True,True,,
प्राकॢतिक,2,2,"['कॢ', 'ॢत']",PROP,True,True,,
जॊडेको,2,2,"['जॊ', 'ॊड']",PROP,True,True,,
ऒइरो,2,1,['ऒइ'],PROP,True,True,,
राजऋषिको,2,1,['जऋ'],PROP,True,True,,
ऋीष,2,1,['ऋी'],PROP,True,True,,
बालकॄष्णजी,2,2,"['कॄ', 'ॄष']",PROP,True,True,,
व्यवःिथत,2,1,['ःि'],PROP,True,True,,
तरऽ,2,1,['रऽ'],PROP,True,True,,
घोणषा,2,1,['णष'],PROP,True,True,,
प्रौढअवस्था,2,1,['ढअ'],PROP,True,True,,
पुनःघटेको,2,1,['ःघ'],PROP,True,True,,
सृञ्जना,2,1,['ृञ'],PROP,True,True,,
कृष्णऔँसी,2,1,['णऔ'],PROP,True,True,,
लाईो,2,1,['ईो'],PROP,True,True,,
चढए,2,1,['ढए'],PROP,True,True,,
राखइने,2,1,['खइ'],PROP,True,True,,
यौिनक,2,1,['ौि'],PROP,True,True,,
खओजी,2,1,['खओ'],PROP,True,True,,
तटष्ठ,2,1,['टष'],PROP,True,True,,
ऐण्टिवायोटिक,2,1,['ऐण'],PROP,True,True,,
सहिष्ण्ॉता,2,2,"['ॉत', '्ॉ']",PROP,True,True,,
गनेॅ,2,1,['ेॅ'],PROP,True,True,,
ऋहान,2,1,['ऋह'],PROP,True,True,,
आऐको,2,1,['आऐ'],PROP,True,True,,
